Line,Smell,Number of Parameters,Threshold,File
30461,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
30475,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
30493,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
30507,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
30525,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
30546,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
30592,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
30602,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
31502,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
31824,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
36600,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
36612,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
37136,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
38414,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
38455,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
38588,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
40613,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
40766,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
40968,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
41424,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
41435,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
41466,long parameters,10,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
41643,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
41798,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
41873,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
42536,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
43020,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
43309,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
43312,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
43319,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
43332,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
43350,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
43818,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
43926,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
43945,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
43979,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
44034,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
44072,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
44293,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
44300,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
44312,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
44334,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
44385,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
44466,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
44511,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
44903,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
47787,long parameters,10,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
48993,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
49006,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
49011,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
49016,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
49029,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
49042,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
49645,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
49650,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
52019,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
53917,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
57956,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
62077,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
62389,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
62405,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
63877,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
63884,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
63887,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
63898,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
63927,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
63945,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
64014,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
64149,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
64248,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
64315,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
64342,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
64669,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
64979,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
66332,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
67299,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
74336,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
74354,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
75548,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
75628,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
75715,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
75927,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
76046,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
79020,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
84226,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
84244,long parameters,12,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
88906,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
88914,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
89404,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
89516,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
90079,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
90108,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
91002,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
91120,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
91463,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
97865,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
105546,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
109565,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
109984,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
110229,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
113826,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
113829,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
113832,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
114759,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
115010,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
115656,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
115666,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
115698,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
116048,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
116394,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
117451,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
117507,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
117516,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
118169,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
119104,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
119168,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
119192,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
119548,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
119789,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
119826,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
120030,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
120467,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
120523,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
120730,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
121143,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
121147,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
121151,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
121351,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
121374,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
121988,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
122002,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
122007,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
122014,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
122038,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
122043,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
122062,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
122410,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
122476,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
122487,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
122766,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
123025,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
123067,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
123317,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
123843,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
124487,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
124692,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
124911,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
125170,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
125234,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
125732,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
129778,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131202,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131215,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131243,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131250,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131301,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131478,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131481,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131497,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131535,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131550,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131636,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131766,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
131858,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
132080,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
132129,long parameters,10,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
132215,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
132295,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
132429,long parameters,22,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
132607,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
132731,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
132767,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
132938,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
132984,long parameters,24,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
133094,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
133137,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
133183,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
133190,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
133194,long parameters,15,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
133230,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
133306,long parameters,10,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
136025,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
136033,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
136041,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
136222,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
137051,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
137055,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
137335,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
137451,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
137629,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
137718,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
137845,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
138224,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
138676,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
138694,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
139435,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
139469,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
139540,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
139583,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
140028,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
140036,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
140589,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
140612,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
141610,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
142370,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
143339,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
144125,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
144190,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
145050,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
146383,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
147213,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
147234,long parameters,9,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
147305,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
147433,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
147465,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
147701,long parameters,8,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
148195,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
148233,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
148319,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
149628,long parameters,7,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
150126,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
150130,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
150134,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
150447,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
150467,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
150580,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
151113,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
151745,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
151811,long parameters,6,5,../input_projects/multi_projects/node/test/fixtures/snapshot/typescript.js
