Line,Smell,Number of Parameters,Threshold,File
27,long parameters,7,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/multipart/MixedFileUpload.java
34,long parameters,9,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/multipart/MixedFileUpload.java
40,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/multipart/MemoryFileUpload.java
273,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/QueryStringDecoder.java
165,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpResponseDecoder.java
176,long parameters,7,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/HttpResponseDecoder.java
74,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshakerFactory.java
106,long parameters,8,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshakerFactory.java
141,long parameters,9,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshakerFactory.java
198,long parameters,10,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshakerFactory.java
259,long parameters,11,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshakerFactory.java
70,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker13.java
100,long parameters,8,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker13.java
133,long parameters,9,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker13.java
170,long parameters,10,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker13.java
210,long parameters,11,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker13.java
70,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker08.java
100,long parameters,8,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker08.java
133,long parameters,9,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker08.java
169,long parameters,10,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker08.java
209,long parameters,11,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker08.java
96,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/extensions/compression/PerMessageDeflateClientExtensionHandshaker.java
104,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/extensions/compression/PerMessageDeflateServerExtensionHandshaker.java
187,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/extensions/compression/PerMessageDeflateServerExtensionHandshaker.java
40,long parameters,9,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketServerProtocolConfig.java
147,long parameters,9,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketServerProtocolConfig.java
69,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker07.java
98,long parameters,8,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker07.java
131,long parameters,9,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker07.java
167,long parameters,10,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker07.java
207,long parameters,11,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker07.java
57,long parameters,16,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientProtocolConfig.java
239,long parameters,16,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientProtocolConfig.java
170,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketServerProtocolHandler.java
176,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketServerProtocolHandler.java
182,long parameters,7,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketServerProtocolHandler.java
189,long parameters,7,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketServerProtocolHandler.java
196,long parameters,8,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketServerProtocolHandler.java
207,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketServerProtocolHandler.java
56,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketDecoderConfig.java
145,long parameters,9,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientProtocolHandler.java
180,long parameters,10,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientProtocolHandler.java
207,long parameters,7,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientProtocolHandler.java
234,long parameters,8,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientProtocolHandler.java
256,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientProtocolHandler.java
281,long parameters,7,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientProtocolHandler.java
127,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker.java
153,long parameters,7,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker.java
183,long parameters,8,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker.java
86,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker00.java
112,long parameters,7,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker00.java
142,long parameters,8,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker00.java
85,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/DefaultFullHttpRequest.java
93,long parameters,6,5,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/http/DefaultFullHttpRequest.java
93,long parameters,7,5,../input_projects/java_projects/netty/transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollEventLoop.java
135,long parameters,6,5,../input_projects/java_projects/netty/transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollEventLoopGroup.java
155,long parameters,7,5,../input_projects/java_projects/netty/transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollEventLoopGroup.java
181,long parameters,6,5,../input_projects/java_projects/netty/transport-classes-epoll/src/main/java/io/netty/channel/epoll/Native.java
240,long parameters,7,5,../input_projects/java_projects/netty/transport-classes-epoll/src/main/java/io/netty/channel/epoll/Native.java
424,long parameters,6,5,../input_projects/java_projects/netty/transport-classes-epoll/src/main/java/io/netty/channel/epoll/LinuxSocket.java
426,long parameters,7,5,../input_projects/java_projects/netty/transport-classes-epoll/src/main/java/io/netty/channel/epoll/LinuxSocket.java
428,long parameters,6,5,../input_projects/java_projects/netty/transport-classes-epoll/src/main/java/io/netty/channel/epoll/LinuxSocket.java
430,long parameters,7,5,../input_projects/java_projects/netty/transport-classes-epoll/src/main/java/io/netty/channel/epoll/LinuxSocket.java
197,long parameters,6,5,../input_projects/java_projects/netty/transport/src/main/java/io/netty/bootstrap/ServerBootstrap.java
64,long parameters,6,5,../input_projects/java_projects/netty/transport/src/main/java/io/netty/channel/SingleThreadEventLoop.java
107,long parameters,6,5,../input_projects/java_projects/netty/transport/src/main/java/io/netty/channel/nio/NioEventLoopGroup.java
114,long parameters,7,5,../input_projects/java_projects/netty/transport/src/main/java/io/netty/channel/nio/NioEventLoopGroup.java
137,long parameters,8,5,../input_projects/java_projects/netty/transport/src/main/java/io/netty/channel/nio/NioEventLoopGroup.java
139,long parameters,7,5,../input_projects/java_projects/netty/transport/src/main/java/io/netty/channel/nio/NioEventLoop.java
115,long parameters,7,5,../input_projects/java_projects/netty/transport/src/main/java/io/netty/channel/pool/FixedChannelPool.java
142,long parameters,8,5,../input_projects/java_projects/netty/transport/src/main/java/io/netty/channel/pool/FixedChannelPool.java
171,long parameters,9,5,../input_projects/java_projects/netty/transport/src/main/java/io/netty/channel/pool/FixedChannelPool.java
127,long parameters,6,5,../input_projects/java_projects/netty/transport-native-unix-common/src/main/java/io/netty/channel/unix/Socket.java
171,long parameters,6,5,../input_projects/java_projects/netty/transport-native-unix-common/src/main/java/io/netty/channel/unix/Socket.java
656,long parameters,9,5,../input_projects/java_projects/netty/transport-native-unix-common/src/main/java/io/netty/channel/unix/Socket.java
660,long parameters,9,5,../input_projects/java_projects/netty/transport-native-unix-common/src/main/java/io/netty/channel/unix/Socket.java
664,long parameters,8,5,../input_projects/java_projects/netty/transport-native-unix-common/src/main/java/io/netty/channel/unix/Socket.java
711,long parameters,6,5,../input_projects/java_projects/netty/transport-native-unix-common/src/main/java/io/netty/channel/unix/Socket.java
716,long parameters,6,5,../input_projects/java_projects/netty/transport-native-unix-common/src/main/java/io/netty/channel/unix/Socket.java
87,long parameters,7,5,../input_projects/java_projects/netty/codec-dns/src/main/java/io/netty/handler/codec/dns/DefaultDnsRecordDecoder.java
118,long parameters,8,5,../input_projects/java_projects/netty/example/src/main/java/io/netty/example/http2/helloworld/server/HelloWorldHttp2Handler.java
78,long parameters,6,5,../input_projects/java_projects/netty/example/src/main/java/io/netty/example/http2/tiles/Http2RequestHandler.java
206,long parameters,7,5,../input_projects/java_projects/netty/example/src/main/java/io/netty/example/http/upload/HttpUploadClient.java
267,long parameters,7,5,../input_projects/java_projects/netty/example/src/main/java/io/netty/example/http/upload/HttpUploadClient.java
228,long parameters,9,5,../input_projects/java_projects/netty/testsuite/src/main/java/io/netty/testsuite/transport/socket/SocketSslEchoTest.java
100,long parameters,6,5,../input_projects/java_projects/netty/testsuite/src/main/java/io/netty/testsuite/transport/socket/DatagramUnicastInetTest.java
180,long parameters,6,5,../input_projects/java_projects/netty/testsuite/src/main/java/io/netty/testsuite/transport/socket/DatagramUnicastTest.java
302,long parameters,7,5,../input_projects/java_projects/netty/testsuite/src/main/java/io/netty/testsuite/transport/socket/DatagramUnicastTest.java
371,long parameters,6,5,../input_projects/java_projects/netty/testsuite/src/main/java/io/netty/testsuite/transport/socket/DatagramUnicastTest.java
467,long parameters,6,5,../input_projects/java_projects/netty/testsuite/src/main/java/io/netty/testsuite/transport/socket/DatagramUnicastTest.java
332,long parameters,9,5,../input_projects/java_projects/netty/testsuite/src/main/java/io/netty/testsuite/transport/socket/TrafficShapingHandlerTest.java
103,long parameters,6,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/base64/Base64.java
139,long parameters,6,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/base64/Base64.java
95,long parameters,6,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/FastLz.java
409,long parameters,6,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/FastLz.java
220,long parameters,7,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
543,long parameters,7,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
605,long parameters,7,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
744,long parameters,8,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
861,long parameters,9,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
921,long parameters,6,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
1001,long parameters,6,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
1026,long parameters,8,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
1354,long parameters,6,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
1423,long parameters,7,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
1452,long parameters,7,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java
137,long parameters,6,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/compression/LzmaFrameEncoder.java
269,long parameters,6,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/LengthFieldBasedFrameDecoder.java
302,long parameters,7,5,../input_projects/java_projects/netty/codec/src/main/java/io/netty/handler/codec/LengthFieldBasedFrameDecoder.java
86,long parameters,12,5,../input_projects/java_projects/netty/resolver-dns/src/main/java/io/netty/resolver/dns/DnsQueryContext.java
33,long parameters,12,5,../input_projects/java_projects/netty/resolver-dns/src/main/java/io/netty/resolver/dns/DatagramDnsQueryContext.java
50,long parameters,10,5,../input_projects/java_projects/netty/resolver-dns/src/main/java/io/netty/resolver/dns/DnsRecordResolveContext.java
32,long parameters,8,5,../input_projects/java_projects/netty/resolver-dns/src/main/java/io/netty/resolver/dns/DnsRecordResolveContext.java
40,long parameters,10,5,../input_projects/java_projects/netty/resolver-dns/src/main/java/io/netty/resolver/dns/DnsRecordResolveContext.java
207,long parameters,10,5,../input_projects/java_projects/netty/resolver-dns/src/main/java/io/netty/resolver/dns/DnsResolveContext.java
